epoch,mask_mean,mask_sparsity,mask_0,mask_1,mask_2,mask_3,mask_4,mask_5
37,0.4558604657649994,0.8333333283662796,0.4387471079826355,0.43874719738960266,0.4387490153312683,0.5414250493049622,0.43874719738960266,0.4387471675872803
38,0.455691397190094,0.8333333283662796,0.4387471079826355,0.43874719738960266,0.4387481212615967,0.5404115319252014,0.43874719738960266,0.4387471675872803
39,0.4557015895843506,0.8333333283662796,0.4387471079826355,0.43874719738960266,0.43874767422676086,0.5404733419418335,0.43874719738960266,0.4387471675872803
40,0.4553665518760681,0.8333333283662796,0.4387471079826355,0.43874719738960266,0.4387473165988922,0.538463294506073,0.43874719738960266,0.4387471675872803
41,0.45523762702941895,0.8333333283662796,0.4387471079826355,0.43874719738960266,0.43874719738960266,0.5376898646354675,0.43874719738960266,0.4387471675872803
42,0.4549691677093506,0.8333333283662796,0.4387471079826355,0.43874719738960266,0.43874719738960266,0.5360792875289917,0.43874719738960266,0.4387471675872803
43,0.45489388704299927,0.8333333283662796,0.4387471079826355,0.43874719738960266,0.43874719738960266,0.5356273651123047,0.43874719738960266,0.4387471675872803
44,0.45467543601989746,0.8333333283662796,0.4387471079826355,0.43874719738960266,0.43874719738960266,0.5343168377876282,0.43874719738960266,0.4387471675872803
45,0.4545717239379883,0.8333333283662796,0.4387471079826355,0.43874719738960266,0.43874719738960266,0.5336946249008179,0.43874719738960266,0.4387471675872803
46,0.4545787274837494,0.8333333283662796,0.4387471079826355,0.43874719738960266,0.43874719738960266,0.5337364673614502,0.43874719738960266,0.4387471675872803
47,0.4543355405330658,0.8333333283662796,0.4387471079826355,0.43874719738960266,0.43874719738960266,0.5322774648666382,0.43874719738960266,0.4387471675872803
48,0.45418819785118103,0.8333333283662796,0.4387471675872803,0.43874719738960266,0.43874719738960266,0.5313931107521057,0.43874719738960266,0.4387471675872803
49,0.4540957808494568,0.8333333283662796,0.4387471675872803,0.43874719738960266,0.43874719738960266,0.5308387875556946,0.43874719738960266,0.4387471675872803
50,0.45390844345092773,0.8333333283662796,0.4387471675872803,0.43874719738960266,0.43874719738960266,0.5297148823738098,0.43874719738960266,0.4387471675872803
51,0.45379066467285156,0.8333333283662796,0.4387471675872803,0.43874719738960266,0.43874719738960266,0.5290079712867737,0.43874719738960266,0.4387471675872803
52,0.453808069229126,0.8333333283662796,0.4387471675872803,0.43874719738960266,0.43874719738960266,0.5291126370429993,0.43874719738960266,0.4387471675872803
53,0.45384764671325684,0.8333333283662796,0.4387471675872803,0.43874719738960266,0.43874719738960266,0.5293500423431396,0.43874719738960266,0.4387471675872803
54,0.4536588191986084,0.8333333283662796,0.4387471675872803,0.43874719738960266,0.43874719738960266,0.5282170176506042,0.43874719738960266,0.4387471675872803
55,0.45365211367607117,0.8333333283662796,0.4387471675872803,0.43874719738960266,0.43874719738960266,0.5281767249107361,0.43874719738960266,0.4387471675872803
56,0.4533866345882416,0.8333333283662796,0.4387471675872803,0.43874719738960266,0.43874719738960266,0.5265838503837585,0.43874719738960266,0.4387471675872803
57,0.4533633887767792,0.8333333283662796,0.4387471675872803,0.43874719738960266,0.43874719738960266,0.5264444351196289,0.43874719738960266,0.4387471675872803
58,0.45335158705711365,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5263735055923462,0.43874719738960266,0.43874719738960266
59,0.45316416025161743,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5252488851547241,0.43874719738960266,0.43874719738960266
60,0.4531402587890625,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5251054167747498,0.43874719738960266,0.43874719738960266
61,0.453132688999176,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5250599980354309,0.43874719738960266,0.43874719738960266
62,0.4528424143791199,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5233184099197388,0.43874719738960266,0.43874719738960266
63,0.45293086767196655,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5238490700721741,0.43874719738960266,0.43874719738960266
64,0.4526757001876831,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5223182439804077,0.43874719738960266,0.43874719738960266
65,0.45273396372795105,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5226677656173706,0.43874719738960266,0.43874719738960266
66,0.45273470878601074,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5226721167564392,0.43874719738960266,0.43874719738960266
67,0.45260652899742126,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5219032764434814,0.43874719738960266,0.43874719738960266
68,0.45260247588157654,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.521878719329834,0.43874719738960266,0.43874719738960266
69,0.45251166820526123,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5213339924812317,0.43874719738960266,0.43874719738960266
70,0.4525160789489746,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.521360456943512,0.43874719738960266,0.43874719738960266
71,0.4524417817592621,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5209146738052368,0.43874719738960266,0.43874719738960266
72,0.4523286819458008,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5202360153198242,0.43874719738960266,0.43874719738960266
73,0.45229071378707886,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5200082063674927,0.43874719738960266,0.43874719738960266
74,0.4520578384399414,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.518610954284668,0.43874719738960266,0.43874719738960266
75,0.452089786529541,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5188026428222656,0.43874719738960266,0.43874719738960266
76,0.45202040672302246,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5183863639831543,0.43874719738960266,0.43874719738960266
77,0.4520631730556488,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5186429619789124,0.43874719738960266,0.43874719738960266
78,0.4520564079284668,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5186026096343994,0.43874719738960266,0.43874719738960266
79,0.45190784335136414,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5177110433578491,0.43874719738960266,0.43874719738960266
80,0.4518890380859375,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5175982713699341,0.43874719738960266,0.43874719738960266
81,0.45171985030174255,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5165831446647644,0.43874719738960266,0.43874719738960266
82,0.4521346092224121,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5190716981887817,0.43874719738960266,0.43874719738960266
83,0.4517626464366913,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5168398022651672,0.43874719738960266,0.43874719738960266
84,0.45179498195648193,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5170339345932007,0.43874719738960266,0.43874719738960266
85,0.4515313506126404,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.515451967716217,0.43874719738960266,0.43874719738960266
86,0.45191633701324463,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5177620649337769,0.43874719738960266,0.43874719738960266
87,0.451625794172287,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5160186886787415,0.43874719738960266,0.43874719738960266
88,0.45161551237106323,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5159570574760437,0.43874719738960266,0.43874719738960266
89,0.45159921050071716,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5158593058586121,0.43874719738960266,0.43874719738960266
90,0.4513295888900757,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5142415761947632,0.43874719738960266,0.43874719738960266
91,0.45145997405052185,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5150238871574402,0.43874719738960266,0.43874719738960266
92,0.45151108503341675,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.51533043384552,0.43874719738960266,0.43874719738960266
93,0.45135289430618286,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5143812298774719,0.43874719738960266,0.43874719738960266
94,0.4514065682888031,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5147032141685486,0.43874719738960266,0.43874719738960266
95,0.4511837959289551,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5133668780326843,0.43874719738960266,0.43874719738960266
96,0.4512607753276825,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5138286352157593,0.43874719738960266,0.43874719738960266
97,0.4509436786174774,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.511925995349884,0.43874719738960266,0.43874719738960266
98,0.45126551389694214,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5138568878173828,0.43874719738960266,0.43874719738960266
99,0.45123156905174255,0.8333333283662796,0.43874719738960266,0.43874719738960266,0.43874719738960266,0.5136533379554749,0.43874719738960266,0.43874719738960266
